label,topic
1,nvidia shares fall on data center revenue but chips ride cryptocurrency boom 
0,saudi mobily says nokia  huwawei  ericsson to modernize co network 
0,judge tosses whistleblower doddfrank retaliation lawsuit against raytheon 
0,china dongfeng motor has no ma plan for fiat chrysler dongfeng spokesman 
0,lockheed martin awarded part of 499 million us defense contract pentagon 
0,sinopec shengli oilfield cuts internet for some offices after cyber attack 
0,bavarian nordic says first milestone payment under jj deal could be in 2019 
0,airbus hopes ma talk does not distract united tech from operations 
0,truveris secures 25 mln in new funding round led by mckesson ventures 
0,brazil judge lifts injunction on petrobras sale of termobahia stake to total 
0,pnc announces redemption of 1500 percent senior bank notes due oct 18 
1,calpers in talks with blackrock to outsource private equity business source 
0,citigroup sees thirdquarter markets revenue down 15 percent vs yearearlier 
0,refilechallenge of allergan tribal patent deal in uncharted legal territory 
0,ftc clears hurdle in antitrust case against abbvie over pay for delay deal 
0,amazon affiliate to buy 276 million stake in indian retailer shoppers stop 
0,cyient says united technologies corp sells minority equity stake in co 
0,tsmc orders machinery equipment from applied materials south east aisa 
0,us slaps duties on bombardier jets after boeing subsidy complaint 
0,emerging marketsbrazil stocks rise the most since august as petrobras jumps 
0,tesla elon musk says tesla semi unveil be now on november 16  tweet 
1,jeffery yabuki appointed to board of directors of royal bank of canada 
0,iraq ups southern oil exports to 345 mln bpd after kirkuk shutdown 
0,barclays says stephen shapiro appointed as company secretary for group 
0,australia westpac was a lead actor in rates rigging  regulator tells court 
0,novo nordisk ceo says still looking for biopharma bolton acquisitions 
1,google ditched autopilot driving feature after test user napped behind wheel 
0,tesla reports biggestever quarterly loss  model 3 delays 
0,payments company square beats estimates  raises fullyear forecasts 
0,softbank group buys about 65 mln shares of sprint corp common stock 
0,china jdcom  alibaba rival  reports 191 billion in shopping event sales 
0,tsmc approves capital appropriations  to inject capital in tsmc global 
0,boeing  royal jordanian airlines announce strategic training agreement 
0,trian fund management cuts share stake in bank of new york mellon corp 
0,us stockswall st rallies powered by cisco  walmart house tax vote supports 
0,21st century fox in 90 million settlement tied to sexual harassment scandal 
1,general electric  iraqi ministry of electricity sign 400 mln contract 
0,disneypixar animation executive lasseter takes leave after missteps memo 
0,guangzhou automobile group signs strategic agreement with china mobile 
0,transcanada recovers 44 400 gallons of oil from keystone pipeline spill site 
0,lloyds to cut 49 branches  adding to record closures across britain 
0,isuzu motors india to hike prices of pickups and suv from 01 jan 2018 
0,egypt eastern co to launch new product with british american tobacco 
0,blackrock long position in petrochina rises to 81 pct  hkex filing 
1,lloyds sells london headquarters to chinese firm in leaseback deal 
0,drawbridge health and thorne research announce strategic collaboration 
0,progressive reports november net premiums written 202 bln  up 20 pct 
0,nanya technology sells 2 mln shares in micron technology for 869 mln 
0,exclusive chevron nears schlumberger deal to drill wells in brazil sources 
0,tsmc nanjing subsidiary acquires property assets worth t786 million 
1,wipro says azim premji trust cuts stake in co by 273 pct to 1367 pct 
0,tesla pushes back model 3 production target again  despite progress 
0,zoetis says preliminarily estimated reduction to gaap net income in q4 
0,playstation 4 sells 59 mln units worldwide during 2017 holiday season 
0,consolidated edison says co  units entered into an extension agreement 
0,broadsoft obtains antitrust clearance for pending acquisition by cisco 
1,prudential financial reports 53 pct passive stake in summit materials 
0,baker hughes  a ge co  reports gaap net loss per share of 007 for q4 
0,baidu seeks new investors for finance unit in up to 2 billion deal sources 
0,netflix  board size increased to ten with addition of rodolphe belmer 
0,etrade to acquire 1 mln retail brokerage accounts from capital one 
0,french group orange expresses regret at ending of distribution deal with tf1 
1,stada to appoint novartis exec goldschmidt as new ceo  apotheke adhoc 
0,allergan says fda approves avycaz for treating patients with habpvabp 
0,fiat chrysler to cut mirafiori plant production by 60 pct until july  union 
0,att co entered letter amendment to 10 bln term loan credit agreement 
0,lebanon to begin offshore energy search in block disputed by israel 
0,bandwidth  unit  co and verizon services entered settlement agreement 
0,credit suisse hit by us lawsuit over writedowns  says case without merit 
1,metlife to hold people accountable for pension payments mishap  ceo 
1,celgene announces additional 5 billion share repurchase authorization 
0,soros fund management ups share stake in gm  takes share stake in visa 
0,infosys signs agreement to divest investment from onmobile systems inc 
0,us tractor maker deere upgrades 2018 outlook on improving equipment demand 
0,analog devices announces 7 percent increase in quarterly cash dividend 
0,novo nordisk says semaglutide injection be now available across canada 
0,johnson  johnson nears diabetes device exit with 21 billion lifescan sale 
1,brazil petrobras says dividends this year be more probable  filing 
0,ibm continues to expect operating eps to be at least 1380 for fy2018 
0,mediatek says there has been no discussion or contact between broadcom 
0,apple working on touchless control and curved iphone screen bloomberg 
0,eu says facebook confirmed data of 27 million europeans improperly shared 
0,tesla to recall 8 898 vehicles in china from june 28 china quality watchdog 
1,rcom says sc to hear hsbc daisy appeal against nclat order on april 16 
0,amazon expands grocery delivery from whole foods market to los angeles 
0,musk insists tesla does not need more capital  predicts profit soon 
0,tsmc orders machinery equipment worth t512 mln from organo technology 
0,us supreme court declines to review whistleblower case against jj depuy 
1,elevate credit says announced agreement to collaborate with mastercard 
0,norway wealth fund backs agm proposals at imperial oil  transcanada  boliden 
0,costco wholesale corp announces an increase in quarterly cash dividend 
1,infosys expands hiring plans for indiana to 3 000 new jobs by 2023 end 
0,chevron to idle gorgon lng unit in may  considers boosting australian output 
0,alibaba cannot block cryptocurrency firm from using similar name us judge 
0,tc pipelines announces qtrly  net income per common diluted unit 132 
0,metlife to provide pension benefits to 41 000 fedex retirees through annuity 
0,marathon texas city  texas refineries restoring production sources 
0,baxter announces us fda clearance of new spectrum iq infusion system 
1,american express files for potential notes and floating notes due 2021 
0,trial shows pfizer lyrica reduces seizures in children with epilepsy 
0,nz goodman property trust sells vxv portfolio to blackstone funds 
0,exgoldman banker facing possible lifetime ban sues federal reserve 
